item,skill_tokusyukouka,hosei_per,hosei_value,kougekizi_no_kakuritu_hosei,hanekaesu_kakuritu_hosei,tern_kaisizi_sentou_syuuryouzi,condition,genkaitoppa,rensei
"魔女のスーツ上","すばやさ",,3,,,,,3,
"魔女のスーツ上","さいだいHP",,2,,,,,4,
"魔女のスーツ下","眠り耐性",5,,,,,,1,
"魔女のスーツ下","守備力",,2,,,,,2,
"魔女のスーツ下","すばやさ",,3,,,,,3,
"魔女のスーツ下","さいだいHP",,2,,,,,4,
"呪獣のつめ","けもの系へのダメージ",3,,,,,,,
"M・スライムボール","転び耐性",3,,,,,,,
"クラン・スピネル","なし",,,,,,,,
"しんぴのリボン","悪魔系への耐性",5,,,,,,,
"しんぴのリボン","暗黒神ラプソーンへのダメージ",10,,,,,,,
"しんぴのリボン","けもの系への耐性",5,,,,,,,
"しんぴのリボン","守備力",,7,,,,,,
"しんぴのリボン","魔力の暴走率",,,,,,"【晴れ】",,
"しんぴのリボン","じゅもんダメージ",,,,,,"【賢者】",,
"しんぴのリボン","メラ属性ダメージ",,,,,,"【魔法戦士】",,
"しんぴのリボン","メラ属性じゅもんダメージ",6,,,,,,,
"しんぴのリボン","物質系への耐性",5,,,,,,,
"しんぴのリボン","けもの系への耐性",5,,,,,,,
"しんぴのリボン","さいだいMP",,5,,,,,,
"しんぴのリボン","こうげき魔力",,7,,,,,1,
"しんぴのリボン","すばやさ",,10,,,,,2,
"しんぴのリボン","守備力",,5,,,,,3,
"しんぴのリボン","さいだいHP",,10,,,,,4,
"しんぴのビスチェ上","ドルマ属性耐性",5,,,,,,,
"しんぴのビスチェ上","暗黒神ラプソーンへの耐性",10,,,,,,,
"しんぴのビスチェ上","イオ属性耐性",5,,,,,,,
"しんぴのビスチェ上","守備力",,7,,,,,,
"しんぴのビスチェ上","魔力の暴走率",,,,,,"【晴れ】",,
"しんぴのビスチェ上","じゅもんダメージ",,,,,,"【賢者】",,
"しんぴのビスチェ上","メラ属性ダメージ",,,,,,"【魔法戦士】",,
"しんぴのビスチェ上","メラ属性じゅもんダメージ",6,,,,,,,
"しんぴのビスチェ上","メラ属性耐性",5,,,,,,,
"しんぴのビスチェ上","イオ属性耐性",5,,,,,,,
"しんぴのビスチェ上","こうげき魔力",,5,,,,,,
"しんぴのビスチェ上","こうげき魔力",,7,,,,,1,
"しんぴのビスチェ上","すばやさ",,10,,,,,2,
"しんぴのビスチェ上","守備力",,5,,,,,3,
"しんぴのビスチェ上","さいだいHP",,10,,,,,4,
"しんぴのビスチェ下","守備減耐性",10,,,,,,,
"しんぴのビスチェ下","暗黒神ラプソーンへの耐性",10,,,,,,,
"しんぴのビスチェ下","封印耐性",10,,,,,,,
"しんぴのビスチェ下","守備力",,7,,,,,,
"しんぴのビスチェ下","魔力の暴走率",,,,,,"【晴れ】",,
"しんぴのビスチェ下","じゅもんダメージ",,,,,,"【賢者】",,
"しんぴのビスチェ下","メラ属性ダメージ",,,,,,"【魔法戦士】",,
"しんぴのビスチェ下","メラ属性じゅもんダメージ",6,,,,,,,
"しんぴのビスチェ下","守備減耐性",10,,,,,,,
"しんぴのビスチェ下","封印耐性",10,,,,,,,
"しんぴのビスチェ下","さいだいMP",,5,,,,,,
"しんぴのビスチェ下","こうげき魔力",,7,,,,,1,
"しんぴのビスチェ下","すばやさ",,10,,,,,2,
"しんぴのビスチェ下","守備力",,5,,,,,3,
"しんぴのビスチェ下","さいだいHP",,10,,,,,4,
"アルゴンリング","メラ属性ダメージ",5,,,,,,,
"L・スライムボール","転び耐性",3,,,,,,,
"F・スライムボール","転び耐性",3,,,,,,,
"カリスマ聖堂騎士の髪留","ゾンビ系への耐性",5,,,,,,,
"カリスマ聖堂騎士の髪留","ドルマゲスへのダメージ",10,,,,,,,
"カリスマ聖堂騎士の髪留","鳥系への耐性",5,,,,,,,
"カリスマ聖堂騎士の髪留","イオ属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"カリスマ聖堂騎士の髪留","スキルHP回復効果",,,,,,"【スパスタ】",,
"カリスマ聖堂騎士の髪留","スキルの体技ダメージ",,,,,,"【レンジャ】",,
"カリスマ聖堂騎士の髪留","イオ属性斬撃・体技ダメージ",6,,,,,,,
"カリスマ聖堂騎士の髪留","ゾンビ系への耐性",5,,,,,,,
"カリスマ聖堂騎士の髪留","きようさ",,5,,,,,,
"カリスマ聖堂騎士の髪留","守備力",,5,,,,,,
"カリスマ聖堂騎士の髪留","鳥系への耐性",5,,,,,,,
"カリスマ聖堂騎士の髪留","攻撃力",,7,,,,,1,
"カリスマ聖堂騎士の髪留","すばやさ",,10,,,,,2,
"カリスマ聖堂騎士の髪留","守備力",,5,,,,,3,
"カリスマ聖堂騎士の髪留","さいだいHP",,10,,,,,4,
"カリスマ聖堂騎士の服上","バギ属性耐性",5,,,,,,,
"カリスマ聖堂騎士の服上","ドルマゲスへの耐性",10,,,,,,,
"カリスマ聖堂騎士の服上","イオ属性耐性",5,,,,,,,
"カリスマ聖堂騎士の服上","イオ属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"カリスマ聖堂騎士の服上","スキルHP回復効果",,,,,,"【スパスタ】",,
"カリスマ聖堂騎士の服上","スキルの体技ダメージ",,,,,,"【レンジャ】",,
"カリスマ聖堂騎士の服上","イオ属性斬撃・体技ダメージ",6,,,,,,,
"カリスマ聖堂騎士の服上","ヒャド属性耐性",5,,,,,,,
"カリスマ聖堂騎士の服上","きようさ",,5,,,,,,
"カリスマ聖堂騎士の服上","守備力",,5,,,,,,
"カリスマ聖堂騎士の服上","イオ属性耐性",5,,,,,,,
"カリスマ聖堂騎士の服上","攻撃力",,7,,,,,1,
"カリスマ聖堂騎士の服上","すばやさ",,10,,,,,2,
"カリスマ聖堂騎士の服上","守備力",,5,,,,,3,
"カリスマ聖堂騎士の服上","さいだいHP",,10,,,,,4,
"カリスマ聖堂騎士の服下","眠り耐性",5,,,,,,,
"カリスマ聖堂騎士の服下","ドルマゲスへの耐性",10,,,,,,,
"カリスマ聖堂騎士の服下","怯え耐性",5,,,,,,,
"カリスマ聖堂騎士の服下","イオ属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"カリスマ聖堂騎士の服下","スキルHP回復効果",,,,,,"【スパスタ】",,
"カリスマ聖堂騎士の服下","スキルの体技ダメージ",,,,,,"【レンジャ】",,
"カリスマ聖堂騎士の服下","イオ属性斬撃・体技ダメージ",6,,,,,,,
"カリスマ聖堂騎士の服下","眠り耐性",5,,,,,,,
"カリスマ聖堂騎士の服下","きようさ",,5,,,,,,
"カリスマ聖堂騎士の服下","守備力",,5,,,,,,
"カリスマ聖堂騎士の服下","怯え耐性",10,,,,,,,
"カリスマ聖堂騎士の服下","攻撃力",,7,,,,,1,
"カリスマ聖堂騎士の服下","すばやさ",,10,,,,,2,
"カリスマ聖堂騎士の服下","守備力",,5,,,,,3,
"カリスマ聖堂騎士の服下","さいだいHP",,10,,,,,4,
"エイトのバンダナ","なし",,,,,,,,
"エイトのバンダナ","攻撃減耐性",5,,,,,,1,
"エイトのバンダナ","守備力",,2,,,,,2,
"エイトのバンダナ","すばやさ",,3,,,,,3,
"エイトのバンダナ","さいだいHP",,2,,,,,4,
"バファローズユニ","守備減耐性",5,,,,,,1,
"バファローズユニ","守備力",,2,,,,,2,
"バファローズユニ","きようさ",,3,,,,,3,
"バファローズユニ","さいだいHP",,2,,,,,4,
"マリーンズユニ","守備減耐性",5,,,,,,1,
"マリーンズユニ","守備力",,2,,,,,2,
"マリーンズユニ","きようさ",,3,,,,,3,
"マリーンズユニ","さいだいHP",,2,,,,,4,
"イーグルスユニ","守備減耐性",5,,,,,,1,
"イーグルスユニ","守備力",,2,,,,,2,
"イーグルスユニ","きようさ",,3,,,,,3,
"イーグルスユニ","さいだいHP",,2,,,,,4,
"ホークスユニ","守備減耐性",5,,,,,,1,
"ホークスユニ","守備力",,2,,,,,2,
"ホークスユニ","きようさ",,3,,,,,3,
"ホークスユニ","さいだいHP",,2,,,,,4,
"ファイターズユニ","守備減耐性",5,,,,,,1,
"ファイターズユニ","守備力",,2,,,,,2,
"ファイターズユニ","きようさ",,3,,,,,3,
"ファイターズユニ","さいだいHP",,2,,,,,4,
"ライオンズユニ","守備減耐性",5,,,,,,1,
"ライオンズユニ","守備力",,2,,,,,2,
"ライオンズユニ","きようさ",,3,,,,,3,
"ライオンズユニ","さいだいHP",,2,,,,,4,
"ホーリーハット","エレメント系への耐性",5,,,,,,,
"ホーリーハット","さいだいMP",,5,,,,,,
"ホーリーハット","怪人系への耐性",5,,,,,,,
"ホーリーハット","デイン属性じゅもんダメージ",5,,,,,,,
"ホーリーハット","エレメント系への耐性",5,,,,,,,
"ホーリーハット","こうげき魔力",,5,,,,"【賢者】",,
"ホーリーハット","さいだいHP",,5,,,,,,
"ホーリーハット","守備力",,7,,,,,,
"ホーリーハット","怪人系への耐性",5,,,,,,1,
"ホーリーハット","きようさ",,7,,,,,2,
"ホーリーハット","守備力",,5,,,,,3,
"ホーリーハット","さいだいHP",,5,,,,,4,
"雷轟のかぶと","植物系への耐性",5,,,,,,,
"雷轟のかぶと","マシン系への耐性",5,,,,,,,
"雷轟のかぶと","さいだいMP",,5,,,,,,
"雷轟のかぶと","デイン属性斬撃・体技ダメージ",5,,,,,,,
"雷轟のかぶと","植物系への耐性",5,,,,,,,
"雷轟のかぶと","さいだいMP",,5,,,,"【魔法戦士】",,
"雷轟のかぶと","さいだいHP",,5,,,,,,
"雷轟のかぶと","守備力",,7,,,,,,
"竜神の盾","まもりのたて",,,,,,,,
"竜神の盾","ドルマゲスへのダメージ",10,,,,,,,
"竜神の盾","さいだいMP",,10,,,,,,
"竜神の盾","ミラーシールド",,,,,,,,
"竜神の盾","会心率",,,,,,"【バトマス】",,
"竜神の盾","魔力の暴走率",,,,,,"【魔法戦士】",,
"竜神の盾","デイン属性ダメージ",5,,,,,,,
"竜神の盾","HP50%以上で致死ダメージ時にごくまれにHP1で生き残る",,,,,,,,
"竜神の盾","攻撃力",,10,,,,,,
"竜神の盾","すばやさ",,10,,,,,,
"竜神の盾","ガード率",1,,,,,,,
"竜神の盾","こうげき魔力",,10,,,,,1,
"竜神の盾","ガード率",1,,,,,,2,
"竜神の盾","すばやさ",,5,,,,,3,
"竜神の盾","ガード率",2,,,,,,4,
"竜神の鎧上","ジバリア属性耐性",5,,,,,,,
"竜神の鎧上","ドルマゲスへの耐性",10,,,,,,,
"竜神の鎧上","ドルマ属性耐性",5,,,,,,,
"竜神の鎧上","じゅもん耐性",1,,,,,,,
"竜神の鎧上","デイン属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"竜神の鎧上","会心率",,,,,,"【バトマス】",,
"竜神の鎧上","デイン属性斬撃・体技ダメージ",6,,,,,,,
"竜神の鎧上","メラ属性耐性",5,,,,,,,
"竜神の鎧上","きようさ",,5,,,,,,
"竜神の鎧上","守備力",,5,,,,,,
"竜神の鎧上","ドルマ属性耐性",5,,,,,,,
"竜神の鎧上","攻撃力",,7,,,,,1,
"竜神の鎧上","すばやさ",,10,,,,,2,
"竜神の鎧上","守備力",,5,,,,,3,
"竜神の鎧上","さいだいHP",,10,,,,,4,
"ホーリーセーラー上","ヒャド属性耐性",5,,,,,,,
"ホーリーセーラー上","さいだいMP",,5,,,,,,
"ホーリーセーラー上","バギ属性耐性",5,,,,,,,
"ホーリーセーラー上","デイン属性じゅもんダメージ",3,,,,,,,
"ホーリーセーラー上","イオ属性耐性",5,,,,,,,
"ホーリーセーラー上","さいだいHP",,5,,,,"【賢者】",,
"ホーリーセーラー上","すばやさ",,5,,,,,,
"ホーリーセーラー上","守備力",,7,,,,,,
"ホーリーセーラー上","バギ属性耐性",5,,,,,,1,
"ホーリーセーラー上","すばやさ",,7,,,,,2,
"ホーリーセーラー上","さいだいMP",,5,,,,,3,
"ホーリーセーラー上","さいだいHP",,5,,,,,4,
"雷轟のよろい上","デイン属性耐性",5,,,,,,,
"雷轟のよろい上","ギラ属性耐性",5,,,,,,,
"雷轟のよろい上","さいだいMP",,5,,,,,,
"雷轟のよろい上","デイン属性斬撃・体技ダメージ",3,,,,,,,
"雷轟のよろい上","ジバリア属性耐性",5,,,,,,,
"雷轟のよろい上","さいだいMP",,5,,,,"【魔法戦士】",,
"雷轟のよろい上","さいだいHP",,5,,,,,,
"雷轟のよろい上","守備力",,7,,,,,,
"雷轟のよろい上","ギラ属性耐性",5,,,,,,1,
"雷轟のよろい上","守備力",,5,,,,,2,
"雷轟のよろい上","こうげき魔力",,5,,,,,3,
"雷轟のよろい上","さいだいHP",,5,,,,,4,
"竜神の鎧下","攻撃減耐性",10,,,,,,,
"竜神の鎧下","ドルマゲスへの耐性",10,,,,,,,
"竜神の鎧下","魅了耐性",5,,,,,,,
"竜神の鎧下","じゅもん耐性",1,,,,,,,
"竜神の鎧下","デイン属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"竜神の鎧下","会心率",,,,,,"【バトマス】",,
"竜神の鎧下","デイン属性斬撃・体技ダメージ",6,,,,,,,
"竜神の鎧下","攻撃減耐性",10,,,,,,,
"竜神の鎧下","きようさ",,5,,,,,,
"竜神の鎧下","守備力",,5,,,,,,
"竜神の鎧下","魅了耐性",5,,,,,,,
"竜神の鎧下","攻撃力",,7,,,,,1,
"竜神の鎧下","すばやさ",,10,,,,,2,
"竜神の鎧下","守備力",,5,,,,,3,
"竜神の鎧下","さいだいHP",,10,,,,,4,
"ホーリーセーラー下","毒耐性",5,,,,,,,
"ホーリーセーラー下","さいだいMP",,5,,,,,,
"ホーリーセーラー下","眠り耐性",5,,,,,,,
"ホーリーセーラー下","デイン属性じゅもんダメージ",3,,,,,,,
"ホーリーセーラー下","毒耐性",5,,,,,,,
"ホーリーセーラー下","さいだいHP",,5,,,,"【賢者】",,
"ホーリーセーラー下","さいだいHP",,5,,,,,,
"ホーリーセーラー下","守備力",,7,,,,,,
"雷轟のよろい下","麻痺耐性",5,,,,,,,
"雷轟のよろい下","呪い耐性",5,,,,,,,
"雷轟のよろい下","さいだいMP",,5,,,,,,
"雷轟のよろい下","デイン属性斬撃・体技ダメージ",3,,,,,,,
"雷轟のよろい下","麻痺耐性",5,,,,,,,
"雷轟のよろい下","さいだいMP",,5,,,,"【魔法戦士】",,
"雷轟のよろい下","さいだいHP",,5,,,,,,
"雷轟のよろい下","守備力",,7,,,,,,
"雷轟のよろい下","呪い耐性",5,,,,,,1,
"雷轟のよろい下","守備力",5,,,,,,2,
"雷轟のよろい下","こうげき魔力",5,,,,,,3,
"雷轟のよろい下","さいだいHP",5,,,,,,4,
"ゼシカヘアー","封印耐性",5,,,,,,1,
"ゼシカヘアー","守備力",,2,,,,,2,
"ゼシカヘアー","すばやさ",,3,,,,,3,
"ゼシカヘアー","さいだいHP",,2,,,,,4,
"ドルマゲスヘッド","幻惑耐性",5,,,,,,1,
"ドルマゲスヘッド","守備力",,2,,,,,2,
"ドルマゲスヘッド","すばやさ",,3,,,,,3,
"ドルマゲスヘッド","さいだいHP",,2,,,,,4,
"ゼシカの服","封印耐性",5,,,,,,1,
"ゼシカの服","守備力",,2,,,,,2,
"ゼシカの服","すばやさ",,3,,,,,3,
"ゼシカの服","さいだいHP",,2,,,,,4,
"ドルマゲスのローブ","幻惑耐性",5,,,,,,1,
"ドルマゲスのローブ","守備力",,2,,,,,2,
"ドルマゲスのローブ","すばやさ",,3,,,,,3,
"ドルマゲスのローブ","さいだいHP",,2,,,,,4,
"エイトの服","なし",,,,,,,,
"エイトの服","攻撃減耐性",5,,,,,,1,
"エイトの服","守備力",,2,,,,,2,
"エイトの服","すばやさ",,3,,,,,3,
"エイトの服","さいだいHP",,2,,,,,4,
"トーポのお守り","みかわし率",2,,,,,,,
"トーポのお守り","いやしのチーズ",,,,,,,,
"トーポのお守り","いのちのチーズ",,,,,,,,
"聖堂騎士団の指輪","魅了耐性",3,,,,,,,
"闇の覇者の魔角","ドラゴン系への耐性",5,,,,,,,
"闇の覇者の魔角","りゅうおうへのダメージ",10,,,,,,,
"闇の覇者の魔角","エレメント系への耐性",5,,,,,,,
"闇の覇者の魔角","守備力",,5,,,,"【賢者】",,
"闇の覇者の魔角","????系へのダメージ",2,,,,,,,
"闇の覇者の魔角","ドルマ属性じゅもんダメージ",,,,,,"【夜間】",,
"闇の覇者の魔角","じゅもんダメージ",,,,,,"【賢者】",,
"闇の覇者の魔角","ドルマ属性ダメージ",,,,,,"【魔法戦士】",,
"闇の覇者の魔角","ドルマ属性じゅもんダメージ",6,,,,,,,
"闇の覇者の魔角","ゾンビ系への耐性",5,,,,,,,
"闇の覇者の魔角","守備力",,7,,,,,,
"闇の覇者の魔角","ゾンビ系への耐性",5,,,,,,,
"闇の覇者の魔角","こうげき魔力",,7,,,,,1,
"闇の覇者の魔角","すばやさ",,10,,,,,2,
"闇の覇者の魔角","守備力",,5,,,,,3,
"闇の覇者の魔角","さいだいHP",,10,,,,,4,
"闇の覇者の黒衣上","ドルマ属性耐性",5,,,,,,,
"闇の覇者の黒衣上","りゅうおうへの耐性",10,,,,,,,
"闇の覇者の黒衣上","ギラ属性耐性",5,,,,,,,
"闇の覇者の黒衣上","さいだいHP",,5,,,,"【賢者】",,
"闇の覇者の黒衣上","????系へのダメージ",2,,,,,,,
"闇の覇者の黒衣上","ドルマ属性じゅもんダメージ",,,,,,"【夜間】",,
"闇の覇者の黒衣上","じゅもんダメージ",,,,,,"【賢者】",,
"闇の覇者の黒衣上","ドルマ属性ダメージ",,,,,,"【魔法戦士】",,
"闇の覇者の黒衣上","ドルマ属性じゅもんダメージ",6,,,,,,,
"闇の覇者の黒衣上","ドルマ属性耐性",5,,,,,,,
"闇の覇者の黒衣上","守備力",,7,,,,,,
"闇の覇者の黒衣上","メラ属性耐性",5,,,,,,,
"闇の覇者の黒衣上","こうげき魔力",,7,,,,,1,
"闇の覇者の黒衣上","すばやさ",,10,,,,,2,
"闇の覇者の黒衣上","守備力",,5,,,,,3,
"闇の覇者の黒衣上","さいだいHP",,10,,,,,4,
"闇の覇者の黒衣下","麻痺耐性",5,,,,,,,
"闇の覇者の黒衣下","りゅうおうへの耐性",10,,,,,,,
"闇の覇者の黒衣下","封印耐性",5,,,,,,,
"闇の覇者の黒衣下","さいだいHP",,5,,,,"【賢者】",,
"闇の覇者の黒衣下","????系へのダメージ",2,,,,,,,
"闇の覇者の黒衣下","ドルマ属性じゅもんダメージ",,,,,,"【夜間】",,
"闇の覇者の黒衣下","じゅもんダメージ",,,,,,"【賢者】",,
"闇の覇者の黒衣下","ドルマ属性ダメージ",,,,,,"【魔法戦士】",,
"闇の覇者の黒衣下","ドルマ属性じゅもんダメージ",6,,,,,,,
"闇の覇者の黒衣下","麻痺耐性",5,,,,,,,
"闇の覇者の黒衣下","守備力",,7,,,,,,
"闇の覇者の黒衣下","封印耐性",5,,,,,,,
"闇の覇者の黒衣下","こうげき魔力",,7,,,,,1,
"闇の覇者の黒衣下","すばやさ",,10,,,,,2,
"闇の覇者の黒衣下","守備力",,5,,,,,3,
"闇の覇者の黒衣下","さいだいHP",,10,,,,,4,
"ルビスの戦兜","水系への耐性",5,,,,,,,
"ルビスの戦兜","さいだいMP",,5,,,,,,
"ルビスの戦兜","さいだいMP",,5,,,,,,
"ルビスの戦兜","悪魔系への耐性",5,,,,,,,
"ルビスの戦兜","スキルの斬撃・体技ダメージ",3,,,,,,,
"ルビスの戦兜","ブレス耐性",,,,,,"【バトマス】",,
"ルビスの戦兜","じゅもん耐性",,,,,,"【海賊】",,
"ルビスの戦兜","斬撃・体技耐性",,,,,,"【パラディン】",,
"ルビスの戦兜","ジバリア属性斬撃・体技ダメージ",6,,,,,,,
"ルビスの戦兜","水系への耐性",5,,,,,,,
"ルビスの戦兜","HP100%以上のときスキルの斬撃ダメージ",2,,,,,,,
"ルビスの戦兜","守備力",,5,,,,,,
"ルビスの戦兜","スライム系への耐性",5,,,,,,,
"ルビスの戦兜","攻撃力",,7,,,,,1,
"ルビスの戦兜","すばやさ",,10,,,,,2,
"ルビスの戦兜","守備力",,5,,,,,3,
"ルビスの戦兜","さいだいHP",,10,,,,,4,
"ルビスの戦鎧上","ヒャド属性耐性",5,,,,,,,
"ルビスの戦鎧上","さいだいMP",,5,,,,,,
"ルビスの戦鎧上","守備力",,5,,,,,,
"ルビスの戦鎧上","ギラ属性耐性",5,,,,,,,
"ルビスの戦鎧上","スキルの斬撃・体技ダメージ",3,,,,,,,
"ルビスの戦鎧上","ブレス耐性",,,,,,"【バトマス】",,
"ルビスの戦鎧上","じゅもん耐性",,,,,,"【海賊】",,
"ルビスの戦鎧上","斬撃・体技耐性",,,,,,"【パラディン】",,
"ルビスの戦鎧上","ジバリア属性斬撃・体技ダメージ",6,,,,,,,
"ルビスの戦鎧上","デイン属性耐性",5,,,,,,,
"ルビスの戦鎧上","HP100%以上のときスキルの斬撃ダメージ",2,,,,,,,
"ルビスの戦鎧上","守備力",,5,,,,,,
"ルビスの戦鎧上","ギラ属性耐性",5,,,,,,,
"ルビスの戦鎧上","攻撃力",,7,,,,,1,
"ルビスの戦鎧上","すばやさ",,10,,,,,2,
"ルビスの戦鎧上","守備力",,5,,,,,3,
"ルビスの戦鎧上","さいだいHP",,10,,,,,4,
"ルビスの戦鎧下","眠り耐性",5,,,,,,,
"ルビスの戦鎧下","さいだいMP",,5,,,,,,
"ルビスの戦鎧下","守備力",,5,,,,,,
"ルビスの戦鎧下","幻惑耐性",10,,,,,,,
"ルビスの戦鎧下","スキルの斬撃・体技ダメージ",3,,,,,,,
"ルビスの戦鎧下","ブレス耐性",,,,,,"【バトマス】",,
"ルビスの戦鎧下","じゅもん耐性",,,,,,"【海賊】",,
"ルビスの戦鎧下","斬撃・体技耐性",,,,,,"【パラディン】",,
"ルビスの戦鎧下","ジバリア属性斬撃・体技ダメージ",6,,,,,,,
"ルビスの戦鎧下","眠り耐性",5,,,,,,,
"ルビスの戦鎧下","HP100%以上のときスキルの斬撃ダメージ",2,,,,,,,
"ルビスの戦鎧下","守備力",,5,,,,,,
"ルビスの戦鎧下","幻惑耐性",10,,,,,,,
"ルビスの戦鎧下","攻撃力",,7,,,,,1,
"ルビスの戦鎧下","すばやさ",,10,,,,,2,
"ルビスの戦鎧下","守備力",,5,,,,,3,
"ルビスの戦鎧下","さいだいHP",,10,,,,,4,
"ゴールドマンピアス","フィールド通常戦闘時ゴールド",5,,,,,,,
"ラダトームのブローチ","スキルの斬撃ダメージ",2,,,,,,,
"ラダトームのブローチ","じゅもんダメージ",2,,,,,,,
"ラダトームのブローチ","りゅうおうへのダメージ",5,,,,,,,
"ラダトームのブローチ","竜王へのダメージ",5,,,,,,,
"あいのおもいで","ゾンビ系へのダメージ",5,,,,,,,
"大海の探求者ターバン","悪魔系への耐性",5,,,,,,,
"大海の探求者ターバン","すばやさ",,7,,,,,,
"大海の探求者ターバン","鳥系への耐性",5,,,,,,,
"大海の探求者ターバン","スキルの斬撃・体技ダメージ",2,,,,,,,
"大海の探求者ターバン","会心率",,,,,,"【海賊】",,
"大海の探求者ターバン","会心率",,,,,,"【レンジャ】",,
"大海の探求者ターバン","会心率",2,,,,,,,
"大海の探求者ターバン","ゾンビ系への耐性",5,,,,,,,
"大海の探求者ターバン","すべての状態異常耐性",2,,,,,,,
"大海の探求者ターバン","鳥系への耐性",5,,,,,,,
"大海の探求者ターバン","守備力",,5,,,,,,
"大海の探求者ターバン","さいだいMP",,5,,,,,,
"大海の探求者ターバン","攻撃力",,7,,,,,1,
"大海の探求者ターバン","すばやさ",,10,,,,,2,
"大海の探求者ターバン","守備力",,5,,,,,3,
"大海の探求者ターバン","さいだいHP",,10,,,,,4,
"大海の探求者コート上","メラ属性耐性",5,,,,,,,
"大海の探求者コート上","守備力",,7,,,,,,
"大海の探求者コート上","バギ属性耐性",5,,,,,,,
"大海の探求者コート上","スキルの斬撃・体技ダメージ",2,,,,,,,
"大海の探求者コート上","会心率",,,,,,"【海賊】",,
"大海の探求者コート上","会心率",,,,,,"【レンジャ】",,
"大海の探求者コート上","会心率",2,,,,,,,
"大海の探求者コート上","ドルマ属性耐性",5,,,,,,,
"大海の探求者コート上","すべての状態異常耐性",2,,,,,,,
"大海の探求者コート上","バギ属性耐性",5,,,,,,,
"大海の探求者コート上","守備力",,5,,,,,,
"大海の探求者コート上","さいだいMP",,5,,,,,,
"大海の探求者コート上","攻撃力",,7,,,,,1,
"大海の探求者コート上","すばやさ",,10,,,,,2,
"大海の探求者コート上","守備力",,5,,,,,3,
"大海の探求者コート上","さいだいHP",,10,,,,,4,
"大海の探求者コート下","眠り耐性",5,,,,,,,
"大海の探求者コート下","すばやさ",,7,,,,,,
"大海の探求者コート下","呪い耐性",5,,,,,,,
"大海の探求者コート下","スキルの斬撃・体技ダメージ",2,,,,,,,
"大海の探求者コート下","会心率",,,,,,"【海賊】",,
"大海の探求者コート下","会心率",,,,,,"【レンジャ】",,
"大海の探求者コート下","会心率",2,,,,,,,
"大海の探求者コート下","眠り耐性",5,,,,,,,
"大海の探求者コート下","すべての状態異常耐性",2,,,,,,,
"大海の探求者コート下","呪い耐性",5,,,,,,,
"大海の探求者コート下","守備力",,5,,,,,,
"大海の探求者コート下","さいだいMP",,5,,,,,,
"大海の探求者コート下","攻撃力",,7,,,,,1,
"大海の探求者コート下","すばやさ",,10,,,,,2,
"大海の探求者コート下","守備力",,5,,,,,3,
"大海の探求者コート下","さいだいHP",,10,,,,,4,
"ふなのりのほね","ゾンビ系への耐性",2,,,,,,,
"ドラゴンヘルム","ドラゴン系への耐性",5,,,,,,,
"ドラゴンヘルム","ギガントドラゴンへのダメージ",10,,,,,,,
"ドラゴンヘルム","ゾンビ系への耐性",5,,,,,,,
"ドラゴンヘルム","ヒャド属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"ドラゴンヘルム","スキルの体技ダメージ",,,,,,"【バトマス】",,
"ドラゴンヘルム","斬撃・体技耐性",1,,,,,,,
"ドラゴンヘルム","ヒャド属性斬撃・体技ダメージ",6,,,,,,,
"ドラゴンヘルム","けもの系への耐性",5,,,,,,,
"ドラゴンヘルム","きようさ",,5,,,,,,
"ドラゴンヘルム","守備力",,5,,,,,,
"ドラゴンヘルム","ゾンビ系への耐性",5,,,,,,,
"ドラゴンヘルム","攻撃力",,7,,,,,1,
"ドラゴンヘルム","すばやさ",,10,,,,,2,
"ドラゴンヘルム","守備力",,5,,,,,3,
"ドラゴンヘルム","さいだいHP",,10,,,,,4,
"ドラゴンメイル上","ヒャド属性耐性",5,,,,,,,
"ドラゴンメイル上","ギガントドラゴンへの耐性",10,,,,,,,
"ドラゴンメイル上","ギラ属性耐性",5,,,,,,,
"ドラゴンメイル上","ヒャド属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
"ドラゴンメイル上","スキルの体技ダメージ",,,,,,"【バトマス】",,
"ドラゴンメイル上","斬撃・体技耐性",1,,,,,,,
"ドラゴンメイル上","ヒャド属性斬撃・体技ダメージ",6,,,,,,,
"ドラゴンメイル上","ジバリア属性耐性",5,,,,,,,
"ドラゴンメイル上","きようさ",,5,,,,,,
"ドラゴンメイル上","守備力",,5,,,,,,
"ドラゴンメイル上","ギラ属性耐性",5,,,,,,,
"ドラゴンメイル上","攻撃力",,7,,,,,1,
"ドラゴンメイル上","すばやさ",,10,,,,,2,
"ドラゴンメイル上","守備力",,5,,,,,3,
"ドラゴンメイル上","さいだいHP",,10,,,,,4,
"ドラゴンメイル下","麻痺耐性",5,,,,,,,
"ドラゴンメイル下","ギガントドラゴンへの耐性",10,,,,,,,
"ドラゴンメイル下","守備減耐性",10,,,,,,,
"ドラゴンメイル下","ヒャド属性斬撃・体技ダメージ",,,,,,"【晴れ】",,
